Gyáriszám;Azonosító;Kezdõ dátum;Záró dátum;Hatásos érték [kWh];Hatásos státusz;Hatásos vesz érték [kWh];Hatásos vesz státusz;Szaldó érték [kWh];Szaldó státusz
9940220802;HU000220F11-S00000000000007928672;2025-02-02 00:00;2025-02-02 00:15;0,020000;2;0,000000;2;0,020000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 00:15;2025-02-02 00:30;0,028000;2;0,000000;2;0,028000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 00:30;2025-02-02 00:45;0,037000;2;0,000000;2;0,037000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 00:45;2025-02-02 01:00;0,143000;2;0,000000;2;0,143000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 01:00;2025-02-02 01:15;0,038000;2;0,000000;2;0,038000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 01:15;2025-02-02 01:30;0,032000;2;0,000000;2;0,032000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 01:30;2025-02-02 01:45;0,036000;2;0,000000;2;0,036000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 01:45;2025-02-02 02:00;0,035000;2;0,000000;2;0,035000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 02:00;2025-02-02 02:15;0,073000;2;0,000000;2;0,073000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 02:15;2025-02-02 02:30;0,187000;2;0,000000;2;0,187000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 02:30;2025-02-02 02:45;0,160000;2;0,000000;2;0,160000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 02:45;2025-02-02 03:00;0,162000;2;0,000000;2;0,162000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 03:00;2025-02-02 03:15;0,161000;2;0,000000;2;0,161000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 03:15;2025-02-02 03:30;0,157000;2;0,000000;2;0,157000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 03:30;2025-02-02 03:45;0,146000;2;0,000000;2;0,146000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 03:45;2025-02-02 04:00;0,141000;2;0,000000;2;0,141000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 04:00;2025-02-02 04:15;0,158000;2;0,000000;2;0,158000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 04:15;2025-02-02 04:30;0,053000;2;0,000000;2;0,053000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 04:30;2025-02-02 04:45;0,154000;2;0,000000;2;0,154000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 04:45;2025-02-02 05:00;0,167000;2;0,000000;2;0,167000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 05:00;2025-02-02 05:15;0,292000;2;0,000000;2;0,292000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 05:15;2025-02-02 05:30;0,162000;2;0,000000;2;0,162000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 05:30;2025-02-02 05:45;0,156000;2;0,000000;2;0,156000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 05:45;2025-02-02 06:00;0,480000;2;0,000000;2;0,480000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 06:00;2025-02-02 06:15;0,147000;2;0,000000;2;0,147000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 06:15;2025-02-02 06:30;0,144000;2;0,000000;2;0,144000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 06:30;2025-02-02 06:45;0,127000;2;0,000000;2;0,127000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 06:45;2025-02-02 07:00;0,039000;2;0,000000;2;0,039000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 07:00;2025-02-02 07:15;0,032000;2;0,000000;2;0,032000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 07:15;2025-02-02 07:30;0,037000;2;0,000000;2;0,037000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 07:30;2025-02-02 07:45;0,118000;2;0,000000;2;0,118000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 07:45;2025-02-02 08:00;0,443000;2;0,000000;2;0,443000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 08:00;2025-02-02 08:15;0,588000;2;0,000000;2;0,588000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 08:15;2025-02-02 08:30;0,403000;2;0,000000;2;0,403000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 08:30;2025-02-02 08:45;0,332000;2;0,000000;2;0,332000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 08:45;2025-02-02 09:00;0,511000;2;0,000000;2;0,511000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 09:00;2025-02-02 09:15;0,033000;2;0,000000;2;0,033000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 09:15;2025-02-02 09:30;0,512000;2;0,000000;2;0,512000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 09:30;2025-02-02 09:45;0,139000;2;0,000000;2;0,139000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 09:45;2025-02-02 10:00;0,263000;2;0,000000;2;0,263000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-02 10:00;2025-02-02 10:15;0,417000;2;0,000000;2;0,417000;2
