Gyáriszám;Azonosító;Kezdő dátum;Záró dátum;Hatásos érték [kWh];Hatásos státusz;Hatásos vesz érték [kWh];Hatásos vesz státusz;Szaldó érték [kWh];Szaldó státusz
9940220802;HU000220F11-S00000000000007928672;2025-02-01 00:00;2025-02-01 00:15;0,029000;2;0,000000;2;0,029000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 00:15;2025-02-01 00:30;0,111000;2;0,000000;2;0,111000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 00:30;2025-02-01 00:45;0,227000;2;0,000000;2;0,227000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 00:45;2025-02-01 01:00;0,194000;2;0,000000;2;0,194000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 01:00;2025-02-01 01:15;0,153000;2;0,000000;2;0,153000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 01:15;2025-02-01 01:30;0,157000;2;0,000000;2;0,157000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 01:30;2025-02-01 01:45;0,158000;2;0,000000;2;0,158000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 01:45;2025-02-01 02:00;0,139000;2;0,000000;2;0,139000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 02:00;2025-02-01 02:15;0,161000;2;0,000000;2;0,161000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 02:15;2025-02-01 02:30;0,084000;2;0,000000;2;0,084000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 02:30;2025-02-01 02:45;0,040000;2;0,000000;2;0,040000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 02:45;2025-02-01 03:00;0,032000;2;0,000000;2;0,032000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 03:00;2025-02-01 03:15;0,036000;2;0,000000;2;0,036000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 03:15;2025-02-01 03:30;0,034000;2;0,000000;2;0,034000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 03:30;2025-02-01 03:45;0,038000;2;0,000000;2;0,038000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 03:45;2025-02-01 04:00;0,033000;2;0,000000;2;0,033000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 04:00;2025-02-01 04:15;0,036000;2;0,000000;2;0,036000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 04:15;2025-02-01 04:30;0,079000;2;0,000000;2;0,079000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 04:30;2025-02-01 04:45;0,114000;2;0,000000;2;0,114000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 04:45;2025-02-01 05:00;0,034000;2;0,000000;2;0,034000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 05:00;2025-02-01 05:15;0,035000;2;0,000000;2;0,035000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 05:15;2025-02-01 05:30;0,035000;2;0,000000;2;0,035000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 05:30;2025-02-01 05:45;0,037000;2;0,000000;2;0,037000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 05:45;2025-02-01 06:00;0,033000;2;0,000000;2;0,033000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 06:00;2025-02-01 06:15;0,056000;2;0,000000;2;0,056000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 06:15;2025-02-01 06:30;0,041000;2;0,000000;2;0,041000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 06:30;2025-02-01 06:45;0,044000;2;0,000000;2;0,044000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 06:45;2025-02-01 07:00;0,041000;2;0,000000;2;0,041000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 07:00;2025-02-01 07:15;0,169000;2;0,000000;2;0,169000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 07:15;2025-02-01 07:30;0,120000;2;0,000000;2;0,120000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 07:30;2025-02-01 07:45;0,695000;2;0,000000;2;0,695000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 07:45;2025-02-01 08:00;0,262000;2;0,000000;2;0,262000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 08:00;2025-02-01 08:15;0,295000;2;0,000000;2;0,295000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 08:15;2025-02-01 08:30;0,316000;2;0,000000;2;0,316000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 08:30;2025-02-01 08:45;0,165000;2;0,000000;2;0,165000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 08:45;2025-02-01 09:00;0,467000;2;0,000000;2;0,467000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 09:00;2025-02-01 09:15;0,421000;2;0,000000;2;0,421000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 09:15;2025-02-01 09:30;0,587000;2;0,000000;2;0,587000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 09:30;2025-02-01 09:45;0,405000;2;0,000000;2;0,405000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 09:45;2025-02-01 10:00;0,340000;2;0,000000;2;0,340000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 10:00;2025-02-01 10:15;0,482000;2;0,000000;2;0,482000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 10:15;2025-02-01 10:30;0,359000;2;0,000000;2;0,359000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 10:30;2025-02-01 10:45;0,389000;2;0,000000;2;0,389000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 10:45;2025-02-01 11:00;0,381000;2;0,000000;2;0,381000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 11:00;2025-02-01 11:15;0,419000;2;0,000000;2;0,419000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 11:15;2025-02-01 11:30;0,184000;2;0,000000;2;0,184000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 11:30;2025-02-01 11:45;0,607000;2;0,000000;2;0,607000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 11:45;2025-02-01 12:00;0,037000;2;0,000000;2;0,037000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 12:00;2025-02-01 12:15;0,510000;2;0,000000;2;0,510000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 12:15;2025-02-01 12:30;0,136000;2;0,000000;2;0,136000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 12:30;2025-02-01 12:45;0,281000;2;0,000000;2;0,281000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 12:45;2025-02-01 13:00;0,177000;2;0,000000;2;0,177000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 13:00;2025-02-01 13:15;0,225000;2;0,000000;2;0,225000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 13:15;2025-02-01 13:30;0,049000;2;0,000000;2;0,049000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 13:30;2025-02-01 13:45;0,033000;2;0,000000;2;0,033000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 13:45;2025-02-01 14:00;0,024000;2;0,000000;2;0,024000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 14:00;2025-02-01 14:15;0,013000;2;0,000000;2;0,013000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 14:15;2025-02-01 14:30;0,020000;2;0,000000;2;0,020000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 14:30;2025-02-01 14:45;0,021000;2;0,000000;2;0,021000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 14:45;2025-02-01 15:00;0,012000;2;0,000000;2;0,012000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 15:00;2025-02-01 15:15;0,017000;2;0,000000;2;0,017000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 15:15;2025-02-01 15:30;0,018000;2;0,000000;2;0,018000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 15:30;2025-02-01 15:45;0,016000;2;0,000000;2;0,016000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 15:45;2025-02-01 16:00;0,157000;2;0,000000;2;0,157000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 16:00;2025-02-01 16:15;0,018000;2;0,000000;2;0,018000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 16:15;2025-02-01 16:30;0,303000;2;0,000000;2;0,303000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 16:30;2025-02-01 16:45;0,191000;2;0,000000;2;0,191000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 16:45;2025-02-01 17:00;0,302000;2;0,000000;2;0,302000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 17:00;2025-02-01 17:15;0,705000;2;0,000000;2;0,705000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 17:15;2025-02-01 17:30;0,540000;2;0,000000;2;0,540000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 17:30;2025-02-01 17:45;0,802000;2;0,000000;2;0,802000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 17:45;2025-02-01 18:00;0,503000;2;0,000000;2;0,503000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 18:00;2025-02-01 18:15;0,594000;2;0,000000;2;0,594000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 18:15;2025-02-01 18:30;0,784000;2;0,000000;2;0,784000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 18:30;2025-02-01 18:45;0,366000;2;0,000000;2;0,366000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 18:45;2025-02-01 19:00;0,614000;2;0,000000;2;0,614000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 19:00;2025-02-01 19:15;0,302000;2;0,000000;2;0,302000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 19:15;2025-02-01 19:30;0,159000;2;0,000000;2;0,159000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 19:30;2025-02-01 19:45;0,556000;2;0,000000;2;0,556000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 19:45;2025-02-01 20:00;0,201000;2;0,000000;2;0,201000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 20:00;2025-02-01 20:15;0,399000;2;0,000000;2;0,399000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 20:15;2025-02-01 20:30;0,125000;2;0,000000;2;0,125000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 20:30;2025-02-01 20:45;0,051000;2;0,000000;2;0,051000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 20:45;2025-02-01 21:00;0,046000;2;0,000000;2;0,046000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 21:00;2025-02-01 21:15;0,052000;2;0,000000;2;0,052000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 21:15;2025-02-01 21:30;0,047000;2;0,000000;2;0,047000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 21:30;2025-02-01 21:45;0,050000;2;0,000000;2;0,050000;2
9940220802;HU000220F11-S00000000000007928672;2025-02-01 21:45;2025-02-01 22:00;0,107000;2;0,000000;2;0,107000;2
