Gyáriszám;Azonosító;Kezdõ dátum;Záró dátum;Hatásos érték [kWh];Hatásos státusz;Hatásos vesz érték [kWh];Hatásos vesz státusz;Szaldó érték [kWh];Szaldó státusz
9940220802;HU000220F11-S00000000000007928672;2025-01-29 00:00;2025-01-29 00:15;0,019000;2;0,000000;2;0,019000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 00:15;2025-01-29 00:30;0,012000;2;0,000000;2;0,012000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 00:30;2025-01-29 00:45;0,021000;2;0,000000;2;0,021000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 00:45;2025-01-29 01:00;0,012000;2;0,000000;2;0,012000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 01:00;2025-01-29 01:15;0,018000;2;0,000000;2;0,018000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 01:15;2025-01-29 01:30;0,013000;2;0,000000;2;0,013000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 01:30;2025-01-29 01:45;0,020000;2;0,000000;2;0,020000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 01:45;2025-01-29 02:00;0,012000;2;0,000000;2;0,012000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 02:00;2025-01-29 02:15;0,019000;2;0,000000;2;0,019000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 02:15;2025-01-29 02:30;0,013000;2;0,000000;2;0,013000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 02:30;2025-01-29 02:45;0,027000;2;0,000000;2;0,027000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 02:45;2025-01-29 03:00;0,113000;2;0,000000;2;0,113000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 03:00;2025-01-29 03:15;0,019000;2;0,000000;2;0,019000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 03:15;2025-01-29 03:30;0,013000;2;0,000000;2;0,013000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 03:30;2025-01-29 03:45;0,020000;2;0,000000;2;0,020000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 03:45;2025-01-29 04:00;0,012000;2;0,000000;2;0,012000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 04:00;2025-01-29 04:15;0,018000;2;0,000000;2;0,018000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 04:15;2025-01-29 04:30;0,132000;2;0,000000;2;0,132000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 04:30;2025-01-29 04:45;0,144000;2;0,000000;2;0,144000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 04:45;2025-01-29 05:00;0,135000;2;0,000000;2;0,135000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 05:00;2025-01-29 05:15;0,141000;2;0,000000;2;0,141000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 05:15;2025-01-29 05:30;0,137000;2;0,000000;2;0,137000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 05:30;2025-01-29 05:45;0,145000;2;0,000000;2;0,145000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 05:45;2025-01-29 06:00;0,137000;2;0,000000;2;0,137000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 06:00;2025-01-29 06:15;0,045000;2;0,000000;2;0,045000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 06:15;2025-01-29 06:30;0,034000;2;0,000000;2;0,034000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 06:30;2025-01-29 06:45;0,024000;2;0,000000;2;0,024000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-29 06:45;2025-01-29 07:00;0,019000;2;0,000000;2;0,019000;2
