Gyáriszám;Azonosító;Kezdõ dátum;Záró dátum;Hatásos érték [kWh];Hatásos státusz;Hatásos vesz érték [kWh];Hatásos vesz státusz;Szaldó érték [kWh];Szaldó státusz
9940220802;HU000220F11-S00000000000007928672;2025-01-03 00:00;2025-01-03 00:15;0,040000;2;0,000000;2;0,040000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 00:15;2025-01-03 00:30;0,169000;2;0,000000;2;0,169000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 00:30;2025-01-03 00:45;0,160000;2;0,000000;2;0,160000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 00:45;2025-01-03 01:00;0,160000;2;0,000000;2;0,160000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 01:00;2025-01-03 01:15;0,162000;2;0,000000;2;0,162000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 01:15;2025-01-03 01:30;0,158000;2;0,000000;2;0,158000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 01:30;2025-01-03 01:45;0,160000;2;0,000000;2;0,160000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 01:45;2025-01-03 02:00;0,155000;2;0,000000;2;0,155000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 02:00;2025-01-03 02:15;0,143000;2;0,000000;2;0,143000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 02:15;2025-01-03 02:30;0,128000;2;0,000000;2;0,128000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 02:30;2025-01-03 02:45;0,035000;2;0,000000;2;0,035000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 02:45;2025-01-03 03:00;0,035000;2;0,000000;2;0,035000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 03:00;2025-01-03 03:15;0,036000;2;0,000000;2;0,036000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 03:15;2025-01-03 03:30;0,036000;2;0,000000;2;0,036000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 03:30;2025-01-03 03:45;0,034000;2;0,000000;2;0,034000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 03:45;2025-01-03 04:00;0,036000;2;0,000000;2;0,036000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 04:00;2025-01-03 04:15;0,036000;2;0,000000;2;0,036000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 04:15;2025-01-03 04:30;0,034000;2;0,000000;2;0,034000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 04:30;2025-01-03 04:45;0,035000;2;0,000000;2;0,035000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 04:45;2025-01-03 05:00;0,036000;2;0,000000;2;0,036000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 05:00;2025-01-03 05:15;0,035000;2;0,000000;2;0,035000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 05:15;2025-01-03 05:30;0,097000;2;0,000000;2;0,097000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 05:30;2025-01-03 05:45;0,186000;2;0,000000;2;0,186000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 05:45;2025-01-03 06:00;0,157000;2;0,000000;2;0,157000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 06:00;2025-01-03 06:15;0,131000;2;0,000000;2;0,131000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 06:15;2025-01-03 06:30;0,162000;2;0,000000;2;0,162000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 06:30;2025-01-03 06:45;0,155000;2;0,000000;2;0,155000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 06:45;2025-01-03 07:00;0,161000;2;0,000000;2;0,161000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 07:00;2025-01-03 07:15;0,167000;2;0,000000;2;0,167000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 07:15;2025-01-03 07:30;0,742000;2;0,000000;2;0,742000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 07:30;2025-01-03 07:45;0,426000;2;0,000000;2;0,426000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 07:45;2025-01-03 08:00;0,207000;2;0,000000;2;0,207000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 08:00;2025-01-03 08:15;0,098000;2;0,000000;2;0,098000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 08:15;2025-01-03 08:30;0,041000;2;0,000000;2;0,041000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 08:30;2025-01-03 08:45;0,141000;2;0,000000;2;0,141000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 08:45;2025-01-03 09:00;0,716000;2;0,000000;2;0,716000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 09:00;2025-01-03 09:15;0,155000;2;0,000000;2;0,155000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 09:15;2025-01-03 09:30;0,165000;2;0,000000;2;0,165000;2
9940220802;HU000220F11-S00000000000007928672;2025-01-03 09:30;2025-01-03 09:45;0,157000;2;0,000000;2;0,157000;2
